Designator,Mid X,Mid Y,Rotation,Layer
C1,150.175,-114.75,0.0,top
C3,147.0,-94.0,180.0,bottom
C4,147.0,-106.0,180.0,bottom
J1,133.0,-100.0,270.0,bottom
J3,132.5,-100.0,90.0,bottom
J6,150.25,-85.7,180.0,top
